id,PlayerName,DraftAge,Height,Weight,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,CSS_rank,po_A,Position,po_GP,po_G,po_P,po_PIM,LeafNode,DraftYear,sum_7yr_GP
12266,"Joey Ryan",19,73,190,61,6,18,24,202,4,31,8,D,23,2,10,29,5,2006,0
12267,"Simon Danis-Pepin",18,79,207,25,0,5,5,14,4,61,0,D,0,0,0,0,2,2006,0
12270,"Ryan Hillier",18,72,179,68,19,38,57,76,11,23,2,L,11,2,4,12,5,2006,0
12271,"John Armstrong",18,75,212,65,14,23,37,75,-18,51,7,C,13,4,11,18,3,2006,0
12272,"Ryan Turek",19,71,185,52,17,11,28,71,2,69,1,D,5,1,2,2,5,2006,0
12273,"Kyle Medvec",18,77,190,31,13,22,35,44,-2,82,0,D,0,0,0,0,3,2006,0
12274,"T.J. Miller",20,76,209,60,16,32,48,73,0,152,0,D,0,0,0,0,4,2006,0
12277,"Luke Lynes",19,73,216,65,34,28,62,61,10,48,6,C,11,2,8,10,5,2006,0
12281,"David Meckler",19,72,183,31,7,3,10,28,-12,205,0,C,0,0,0,0,2,2006,0
12283,"Cody Wild",19,73,183,36,6,15,21,24,4,115,0,D,0,0,0,0,5,2006,0
12297,"Viktor Alexandrov",19,69,168,57,5,4,9,24,-6,8,1,R,4,1,2,4,1,2004,0
12300,"Denis Kulyash",21,75,249,19,3,1,4,40,0,232,0,D,0,0,0,0,2,2004,0
12308,"Andre Lakos",20,79,238,68,4,23,27,46,33,102,3,D,12,3,6,8,5,1999,0
12384,"Shea Guthrie",18,72,198,20,26,24,50,0,0,117,0,R,0,0,0,0,4,2005,0
12386,"Chad Denny",18,74,209,53,8,18,26,98,9,51,2,D,8,2,4,14,5,2005,0
12388,"Chris Durand",18,74,205,66,18,34,52,76,30,28,1,C,12,0,1,14,5,2005,0
12389,"Andrew Kozek",19,71,194,60,48,49,97,81,0,126,10,L,26,19,29,49,4,2005,0
12401,"Danick Paquette",18,72,207,63,29,13,42,213,8,41,2,R,5,1,3,30,5,2008,0
12426,"Myles Stoesz",18,74,214,67,1,8,9,238,1,250,0,L,0,0,0,0,2,2005,0
12428,"Josh Beaulieu",18,73,181,65,9,13,22,159,32,98,3,L,13,2,5,13,5,2005,0
12429,"Ryan Mcginnis",18,73,196,66,0,6,6,93,1,168,1,D,4,0,1,2,2,2005,0
12453,"Vitali Atyushov",23,74,192,51,4,7,11,64,-15,120,0,D,0,0,0,0,2,2002,0
12457,"Mike Hoeffel",18,76,209,44,16,7,23,28,0,22,0,L,0,0,0,0,4,2007,0
12459,"Joe Lavin",18,73,196,41,2,8,10,40,0,165,2,D,6,0,2,4,2,2007,0
12460,"Stefan Legein",19,70,170,64,43,32,75,115,31,13,2,R,5,3,5,0,5,2007,0
12468,"Tony Romano",18,70,185,40,50,52,102,38,0,144,0,R,0,0,0,0,4,2006,0
12476,"Dustin Johner",18,71,179,72,25,31,56,45,5,128,5,C,9,1,6,6,4,2001,0
12479,"Regan Kelly",19,74,196,46,8,21,29,20,0,154,0,D,0,0,0,0,3,2000,0
12486,"Mathieu Aubin",19,75,190,49,19,26,45,24,10,54,6,C,8,3,9,6,5,2005,0
12487,"Jon Gleed",20,74,212,28,3,3,6,18,0,232,0,D,0,0,0,0,2,2004,0
12492,"Mike Erickson",19,75,205,9,1,2,3,2,0,120,0,R,0,0,0,0,3,2002,0
12504,"Logan Macmillan",18,73,176,68,20,35,55,82,-5,42,11,D,12,9,20,6,3,2007,0
12509,"Nico Sacchetti",18,72,198,25,38,52,90,22,0,56,0,C,0,0,0,0,4,2007,0
12512,"Josh Godfrey",19,74,205,68,24,33,57,80,-2,141,5,D,13,9,14,18,3,2007,0
12515,"Will Weber",19,76,227,25,18,20,38,104,0,210,0,D,0,0,0,0,4,2007,0
12516,"Drew Schiestel",18,73,198,66,6,15,21,40,13,124,6,D,5,0,6,2,5,2007,0
12519,"Garrett Klotz",19,77,234,63,2,2,4,107,-6,210,0,L,0,0,0,0,2,2007,0
12520,"Jake Hansen",18,73,192,15,4,4,8,14,-1,65,2,R,7,0,2,8,2,2007,0
12522,"Jason Gregoire",18,71,190,32,16,20,36,10,28,145,0,L,4,4,4,2,5,2007,0
12526,"Phil Desimone",20,72,194,60,26,47,73,60,13,210,6,C,7,6,12,2,5,2007,0
12527,"Brett Sonne",18,72,201,71,21,9,30,65,3,94,1,C,18,5,6,22,5,2007,0
12528,"Corbin Mcpherson",19,76,209,44,4,10,14,63,0,210,0,D,0,0,0,0,4,2007,0
12529,"Louie Caporusso",18,69,185,37,23,27,50,45,0,121,19,C,20,14,33,14,4,2007,0
12533,"Juraj Mikus",19,76,185,71,9,18,27,76,-2,27,1,D,15,2,3,10,3,2007,0
12535,"Travis Erstad",19,75,181,28,22,0,0,4,-7,97,0,R,3,1,1,0,2,2007,0
12536,"Justin Mccrae",19,73,185,61,16,33,49,98,-3,71,0,C,0,0,0,0,3,2007,0
12537,"Ben Winnett",18,71,172,39,27,30,57,58,0,90,0,L,0,0,0,0,4,2007,0
12538,"Brett Bruneteau",18,71,194,55,12,28,40,55,10,210,1,C,5,0,1,6,5,2007,0
12540,"Justin Courtnall",18,75,185,58,5,9,14,83,0,181,2,L,12,0,2,19,4,2007,0
12542,"David Skokan",19,72,183,58,14,23,37,84,-3,40,0,C,0,0,0,0,3,2007,0
12547,"Armands Berzins",19,75,220,67,22,21,43,79,12,78,2,C,12,2,4,6,1,2002,0
12550,"Agris Saviels",18,74,201,75,9,27,36,70,7,38,0,D,0,0,0,0,4,2000,0
12556,"Simon Lacroix",18,73,172,60,11,27,38,66,-11,148,2,D,4,0,2,6,3,2007,0
12558,"Ben Ryan",19,71,190,59,22,42,64,66,-2,37,5,C,8,3,8,8,3,2007,0
12559,"Alain Goulet",19,75,194,43,10,32,42,34,0,190,16,D,25,5,21,32,4,2007,0
12562,"Taylor Matson",19,71,187,23,1,2,39,6,-3,130,1,C,6,0,1,10,3,2007,0
12570,"Jyri Niemi",18,74,207,49,14,20,34,57,-1,29,0,D,0,0,0,0,3,2008,0
12572,"Radim Ostrcil",18,72,207,85,12,18,30,105,-4,18,4,D,8,4,8,6,3,2007,0
12577,"Chris Lyness",18,74,205,65,2,15,17,100,9,92,1,D,6,0,1,12,5,1998,0
12587,"Trevor Nill",18,75,194,24,6,10,16,23,0,210,0,C,0,0,0,0,4,2007,0
12617,"Nathan Martz",19,74,190,59,35,75,110,97,0,136,0,C,0,0,0,0,3,2000,0
12635,"Joe Barnes",19,75,212,72,30,32,62,73,11,90,1,C,4,0,1,0,5,2005,0
12636,"Matt Kinch",19,71,187,68,14,69,83,16,50,192,23,D,21,7,30,8,5,1999,0
12643,"Martin Hohener",20,73,192,51,4,3,7,24,-1,211,1,D,7,1,2,2,2,2000,0
12648,"Thomas Nussli",20,75,209,42,8,6,14,107,3,88,0,L,0,0,0,0,4,2002,0
12653,"Julian Walker",20,74,207,45,4,2,6,47,-1,236,0,C,5,1,1,6,2,2006,0
12671,"Robin Leblanc",18,73,198,61,24,38,62,33,16,92,8,R,11,7,15,8,5,2001,0
12678,"Severin Blindenbacher",18,71,190,45,5,6,11,45,4,37,0,D,10,0,0,14,4,2001,0
12696,"Raffaele Sannitz",18,74,198,57,25,32,57,164,0,97,0,C,4,0,0,0,3,2001,0
12697,"Adrian Wichser",18,71,187,48,8,10,18,35,-4,35,1,C,7,0,1,6,2,1998,0
12724,"Blake Robson",18,72,203,70,20,27,47,96,-26,93,0,L,0,0,0,0,2,2000,0
12753,"Scott Cameron",18,72,187,66,10,32,42,14,23,42,2,L,12,2,4,2,5,1999,0
12761,"Brian Passmore",20,71,181,58,22,36,58,98,-1,211,5,C,5,0,5,10,1,2000,0
12762,"K.C. Timmons",18,75,229,72,11,7,18,139,-26,92,0,D,0,0,0,0,2,1998,0
12763,"Brett Clouthier",18,76,225,64,8,14,22,227,-27,59,1,L,5,1,2,4,1,1999,0
12766,"Greg Barber",19,72,192,0,0,0,0,0,0,192,0,R,0,0,0,0,3,1999,0
12768,"Greg Watson",18,72,205,71,22,28,50,72,-42,14,0,C,0,0,0,0,2,2001,0
12777,"Jason Beckett",18,75,216,71,1,11,12,241,1,44,0,D,5,0,0,16,1,1998,0
12780,"Dan Welch",19,70,194,36,6,8,14,31,0,73,0,R,0,0,0,0,3,2000,0
12795,"Preston Mizzi",19,71,192,67,29,29,58,74,15,94,3,C,5,2,5,15,1,1999,0
12802,"Christian Chartier",19,71,205,62,2,14,16,71,-22,84,0,D,0,0,0,0,2,1999,0
12831,"Ray Dilauro",20,74,225,35,4,8,12,12,0,192,0,D,0,0,0,0,3,1999,0
12834,"Justin Cox",18,72,185,72,9,13,22,51,-10,192,0,C,7,1,1,13,1,1999,0
12836,"Sean Curry",19,77,229,72,5,12,17,113,1,76,0,D,0,0,0,0,4,2001,0
12847,"Darcy Robinson",18,76,238,48,3,6,9,86,-9,74,0,D,0,0,0,0,2,1999,0
12848,"Cliff Loya",19,74,205,31,0,5,5,22,5,62,0,D,0,0,0,0,4,2000,0
12854,"Beat Forster",18,73,218,51,8,10,18,104,-2,20,1,D,6,1,2,4,2,2001,0
12877,"Troy Riddle",19,70,174,53,36,30,66,95,0,110,2,C,8,2,4,31,3,2000,0
12911,"Chris Dyment",20,75,207,25,1,5,6,18,0,49,0,D,0,0,0,0,3,1999,0
12914,"Tyler Scott",19,72,201,0,0,0,0,0,0,192,0,D,0,0,0,0,3,1999,0
12916,"Brad Woods",18,76,201,58,1,5,6,42,-43,192,0,D,0,0,0,0,2,1999,0
13243,"Jake Riddle",18,73,212,67,13,20,33,109,-3,97,2,L,6,0,2,2,1,2001,0
13250,"Brad Voth",18,77,229,70,5,8,13,244,-26,92,0,R,0,0,0,0,2,1998,0
13392,"Greg Hogeboom",20,72,179,36,14,9,23,22,-12,120,0,R,0,0,0,0,2,2002,0
13396,"Vince Bellissimo",20,72,198,61,37,39,76,33,0,43,0,C,0,0,0,0,3,2002,0
13405,"Lane Manson",18,81,249,67,4,3,7,88,1,120,1,D,12,0,1,6,5,2002,0
13427,"Marco Rosa",19,72,190,33,6,18,24,22,0,116,0,C,0,0,0,0,3,2001,0
13431,"Jake Taylor",19,76,225,56,1,2,3,147,0,71,0,D,7,0,0,11,3,2002,0
13435,"Michael Jacobsen",18,73,201,68,5,27,32,33,33,125,4,D,21,0,4,10,5,1999,0
13440,"Kaleb Betts",19,70,190,54,35,37,72,92,0,120,0,L,0,0,0,0,3,2002,0
13447,"Dan Glover",19,75,209,55,1,10,11,110,0,120,0,D,0,0,0,0,3,2002,0
13472,"Bill Kinkel",18,77,238,53,1,2,3,75,-7,120,0,L,1,0,0,0,1,2002,0
13480,"Mitch Carefoot",19,73,209,31,6,1,7,14,0,92,0,C,0,0,0,0,2,2004,0
13482,"Kevin Schaeffer",20,73,201,38,5,12,17,20,7,129,0,D,0,0,0,0,5,2004,0
13483,"Shawn Collymore",18,72,201,71,24,43,67,32,-9,39,3,R,4,0,3,0,2,2001,0
13488,"Andy Sertich",19,72,183,39,26,52,78,35,0,83,0,D,2,0,0,2,3,2002,0
13493,"Milan Gajic",20,72,179,50,46,52,98,84,0,154,0,C,0,0,0,0,3,2001,0
13497,"Kelsey Tessier",18,69,179,68,36,45,81,73,19,33,7,C,11,8,15,10,5,2008,0
13507,"Brock Radunske",19,77,209,41,4,9,13,28,0,35,0,C,0,0,0,0,3,2002,0
13527,"Andrew Mcpherson",20,72,190,29,5,4,9,12,0,192,0,C,0,0,0,0,3,1999,0
13528,"Oleg Minakov",18,74,198,25,0,3,3,6,-6,176,0,R,0,0,0,0,2,2001,0
13559,"Chris Bahen",20,73,187,34,8,10,18,54,0,52,0,D,0,0,0,0,3,2000,0
13562,"Justin Aikins",19,72,181,59,30,61,91,47,0,123,0,R,0,0,0,0,3,2001,0
13603,"Dan Gendur",20,71,205,61,22,27,49,62,20,210,4,R,12,4,8,8,5,2007,0
13606,"Josh Kidd",19,76,220,64,9,18,27,96,-36,79,0,D,0,0,0,0,3,2007,0
13615,"Bret Nasby",18,75,187,56,0,7,7,41,-5,79,3,D,7,0,3,6,2,2004,0
13631,"Todd Jackson",19,70,181,52,16,16,32,37,0,211,0,L,0,0,0,0,3,2000,0
13632,"Richard Greenop",18,76,231,48,3,9,12,149,-7,210,0,C,0,0,0,0,3,2007,0
13633,"Robert Dietrich",21,70,172,58,5,21,26,30,6,210,4,D,9,2,6,22,5,2007,0
13641,"Michel Periard",19,71,185,68,14,30,44,64,10,92,0,D,5,0,0,18,4,1998,0
13643,"Viktor Dovgan",18,74,201,0,0,0,0,0,0,250,0,D,0,0,0,0,2,2005,0
13646,"Gennadi Stolyarov",18,76,209,24,3,1,4,4,-2,31,0,L,0,0,0,0,2,2004,0
13648,"Frantisek Lukes",19,71,187,61,23,33,56,37,16,112,9,R,18,4,13,12,5,2001,0
13649,"Frantisek Skladany",19,72,183,35,4,5,9,4,-1,103,0,R,0,0,0,0,2,2001,0
13652,"Jan Steber",19,75,203,72,17,16,33,45,-26,60,0,C,0,0,0,0,3,2004,0
13655,"Jan Holub",18,75,216,38,0,3,3,42,-9,38,0,D,0,0,0,0,2,2001,0
13657,"Tomas Troliga",18,77,225,14,1,3,4,31,-4,78,0,L,0,0,0,0,2,2002,0
13658,"Tomas Micka",19,76,207,50,12,16,28,79,5,120,0,L,0,0,0,0,4,2002,0
13659,"Stanislav Balan",18,74,176,80,25,39,64,128,5,48,0,C,5,2,2,31,5,2004,0
13661,"Miroslav Durak",18,77,220,56,1,9,10,66,0,192,0,D,0,0,0,0,3,1999,0
13667,"Michael Neal",18,74,187,52,4,4,8,25,-6,153,1,L,15,0,1,6,2,2007,0
13783,"Joel Chouinard",18,73,187,69,7,28,35,95,-13,171,0,D,6,2,2,4,3,2008,0
13790,"Kevin Clauson",20,77,218,36,1,1,2,56,0,92,0,D,0,0,0,0,3,1998,0
13797,"Thatcher Bell",18,72,187,53,26,43,69,61,13,23,0,C,5,0,0,15,4,2000,0
13812,"Brett Leffler",18,72,198,69,13,13,26,114,5,117,0,R,10,2,2,14,5,2007,0
13837,"Mickey Renaud",19,74,216,68,22,32,54,76,-27,110,0,C,0,0,0,0,3,2007,0
13929,"Ryan Molle",18,74,207,61,1,4,5,52,-15,210,0,D,6,1,1,8,2,2007,0
13964,"Vladimir Korsunov",18,73,192,16,0,3,3,12,3,15,0,D,0,0,0,0,4,2001,0
13965,"Ilya Kablukov",19,74,194,66,10,25,35,38,-2,210,0,C,2,0,0,0,3,2007,0
14004,"Bruce Graham",19,78,234,68,24,33,57,89,-4,14,14,C,18,0,14,4,3,2004,0
14011,"Justin Taylor",18,71,181,68,26,44,70,54,4,210,6,C,16,4,10,17,5,2007,0
14038,"Nikita Korovkin",19,74,207,72,4,23,27,103,33,44,0,D,1,0,0,2,1,2002,0
14087,"Adam Taylor",18,73,205,72,11,23,34,119,8,87,4,C,19,3,7,15,5,2002,0
14091,"James Livingston",18,73,192,68,21,23,44,135,10,42,3,R,14,2,5,14,5,2008,0
14182,"Jim Mckenzie",20,73,209,59,26,38,64,168,13,104,0,R,0,0,0,0,5,2004,0
14326,"Dylan Hunter",19,71,196,64,26,53,79,47,35,232,10,L,15,4,14,10,5,2004,0
14327,"Andy Schneider",20,73,214,54,12,24,36,134,0,70,7,D,10,3,10,17,3,2001,0
14336,"Rosario Ruggeri",18,73,214,68,3,15,18,145,0,66,1,D,4,1,2,10,3,2002,0
14382,"Ben Blood",18,76,227,63,11,25,36,144,0,116,0,D,0,0,0,0,4,2007,0
14385,"Trent Vogelhuber",19,74,185,31,10,16,26,24,0,210,0,R,0,0,0,0,4,2007,0
14389,"Danny Hobbs",18,71,192,60,10,11,21,36,-28,147,2,C,4,0,2,2,3,2007,0
14390,"Andrew Conboy",19,75,190,56,25,25,50,105,17,149,0,L,0,0,0,0,5,2007,0
14396,"Scott Kishel",18,71,190,0,14,34,48,0,0,210,0,D,0,0,0,0,4,2007,0
14398,"Chris Hickey",18,73,185,0,0,0,0,0,0,236,0,C,0,0,0,0,2,2006,0
14399,"Nick Larson",19,74,207,57,19,19,38,66,0,53,2,L,9,3,5,31,4,2008,0
14400,"John Lee",18,74,190,53,8,40,48,118,0,92,3,D,9,0,3,4,4,2007,0
14401,"Drew Mackenzie",19,74,203,24,3,13,16,0,0,70,0,D,0,0,0,0,4,2007,0
14409,"Dan Baum",18,72,170,59,9,14,23,169,-15,134,2,C,6,1,3,27,1,2001,0
14422,"Ryan J. Murphy",20,73,205,39,11,25,36,40,0,104,0,L,0,0,0,0,3,1999,0
14431,"Nathan Moon",18,71,194,68,35,42,77,79,-25,118,0,R,0,0,0,0,3,2008,0
14450,"Kiel Mcleod",19,78,234,65,38,28,66,94,-1,24,1,C,4,4,5,8,5,2001,0
14452,"Brian Lee",18,75,198,66,5,14,19,115,21,30,6,D,21,1,7,41,5,2002,0
14458,"Justin Maiser",19,72,190,36,8,14,22,65,-2,40,0,L,0,0,0,0,2,2002,0
14460,"J.D. Corbin",19,70,185,39,3,6,9,18,0,232,0,L,0,0,0,0,2,2004,0
14467,"Lee Falardeau",19,75,216,34,4,10,14,24,8,31,0,C,0,0,0,0,4,2002,0
14504,"Colin Long",19,71,190,72,31,69,100,41,22,203,10,C,7,2,12,6,5,2008,0
14513,"Adrian Foster",19,72,205,5,0,5,5,4,-1,176,0,C,0,0,0,0,2,2001,0
14518,"Matt Christie",19,70,185,41,21,14,35,22,4,109,0,C,0,0,0,0,5,2004,0
14562,"Patrick Jarrett",18,71,181,47,6,24,30,24,-17,100,0,C,0,0,0,0,2,2002,0
14564,"Joe Cooper",19,72,201,34,1,0,1,66,-6,195,0,R,0,0,0,0,2,2004,0
14607,"Brett Morrison",20,70,179,64,35,55,90,76,12,210,8,C,7,8,16,10,5,2007,0
14638,"Jeff Miles",20,72,190,34,8,23,31,14,0,176,0,R,0,0,0,0,3,2001,0
14643,"A.J. Jenks",18,74,205,68,26,29,55,94,-13,20,0,C,4,1,1,4,3,2008,0
14644,"Kevin Mitchell",18,73,194,65,10,46,56,73,11,92,9,D,13,1,10,14,5,1998,0
14670,"Scott Polaski",19,74,187,51,18,26,44,65,0,81,1,D,3,0,1,0,3,2001,0
14684,"Tim Kunes",18,72,187,50,12,28,40,51,0,48,0,D,0,0,0,0,4,2005,0
14724,"Matt Shasby",19,74,201,49,4,22,26,34,0,77,1,D,11,0,1,12,3,1999,0
14824,"Dennis Packard",19,77,234,33,4,4,8,28,0,61,0,L,0,0,0,0,3,2001,0
14828,"Sergei Mozyakin",21,71,185,54,34,30,64,10,56,120,13,L,14,10,23,4,5,2002,0
14837,"Steve Covington",18,72,187,72,6,13,19,28,0,232,0,R,7,2,2,4,4,2004,0
14851,"Colton Fretter",20,70,181,52,51,53,104,62,0,120,3,C,15,5,8,2,3,2002,0
14852,"Mike Walsh",19,74,190,53,25,24,49,69,0,82,0,L,0,0,0,0,3,2002,0
14856,"Nathan Perkovich",19,77,216,35,1,7,8,23,-7,232,0,R,4,1,1,0,2,2004,0
14857,"Tim Crowder",19,74,194,56,23,27,50,30,0,144,16,R,24,4,20,30,4,2005,0
14859,"Trevor Ludwig",19,73,209,54,5,27,32,93,0,188,0,D,0,0,0,0,4,2004,0
14862,"Zach Bearson",18,74,185,51,18,18,36,56,4,129,1,R,5,0,1,2,5,2005,0
14863,"Matthew Ford",20,73,207,60,37,31,68,60,-4,232,0,R,0,0,0,0,3,2004,0
14865,"Scott Mcculloch",18,73,201,44,23,26,49,85,0,40,0,L,0,0,0,0,4,2004,0
14866,"Aaron Marvin",18,74,192,23,9,21,30,0,0,50,0,C,0,0,0,0,4,2006,0
14867,"Garrett Roe",20,68,181,39,18,27,45,55,-8,203,0,C,0,0,0,0,3,2008,0
14868,"Michael Forney",18,74,185,28,24,37,61,28,3,39,0,L,0,0,0,0,5,2006,0
14873,"Joe Charlebois",19,73,209,59,1,24,25,146,22,250,1,D,7,1,2,6,5,2005,0
14874,"Craig Switzer",20,73,201,57,14,40,54,117,0,136,12,D,14,0,12,16,4,2004,0
14875,"Rob Bellamy",19,73,190,39,19,25,44,120,0,66,0,R,0,0,0,0,4,2004,0
14876,"Matt Duffy",19,74,187,54,19,26,45,147,0,127,0,D,0,0,0,0,4,2005,0
14877,"Billy Ryan",19,73,174,37,35,55,90,40,0,95,0,C,0,0,0,0,4,2004,0
14953,"Pierre-Olivier Beaulieu",18,76,216,62,4,7,11,65,-2,120,0,D,9,0,0,6,1,2002,0
14966,"Ladislav Kouba",19,73,207,62,16,14,30,33,22,98,3,L,23,5,8,6,5,2002,0
14999,"Brent Gauvreau",20,75,198,61,34,53,87,74,2,211,2,C,5,1,3,4,1,2000,0
15001,"Blake Evans",18,72,205,73,19,34,53,131,-29,92,0,C,0,0,0,0,2,1998,0
15017,"David Carle",19,72,185,61,13,38,51,61,0,74,0,D,0,0,0,0,4,2008,0
15018,"David Toews",18,70,181,51,44,56,100,20,0,71,0,C,0,0,0,0,4,2008,0
15023,"Ryan Murphy",19,71,185,35,7,7,14,16,-1,120,0,R,0,0,0,0,2,2002,0
15024,"Chad Painchaud",18,73,185,68,17,25,42,25,23,42,6,R,24,4,10,23,5,2004,0
15025,"Alexei Tereschenko",20,70,185,35,4,6,10,12,6,22,1,C,16,1,2,8,4,2000,0
15027,"Konstantin Panov",19,72,243,62,33,30,63,62,17,70,3,R,13,5,8,10,5,1999,0
15028,"Konstantin Gorovikov",22,72,176,64,16,17,33,18,0,192,0,C,0,0,0,0,3,1999,0
15030,"Alexei Glukhov",18,76,225,3,0,0,0,0,-2,47,0,C,3,0,0,0,2,2002,0
15031,"Bryan Rufenach",18,71,185,31,11,21,32,28,0,210,0,D,0,0,0,0,4,2007,0
15034,"Michael Ward",18,74,181,58,0,7,7,39,7,156,1,D,11,0,1,16,2,2007,0
15035,"Ryan Watson",19,73,194,37,27,29,56,55,0,210,7,L,9,2,9,18,4,2007,0
15041,"Brian Gifford",19,74,187,26,19,37,56,26,0,130,0,C,0,0,0,0,4,2004,0
15042,"Matthew Glasser",18,70,190,62,25,24,49,14,0,161,0,L,0,0,0,0,4,2005,0
15044,"Andrew Thomas",20,74,220,42,2,5,7,78,0,80,0,D,0,0,0,0,2,2005,0
15045,"Matt Butcher",18,74,205,60,27,30,57,94,0,250,0,C,0,0,0,0,4,2005,0
15046,"Spencer Dillon",19,75,205,42,0,7,7,160,0,232,0,D,0,0,0,0,2,2004,0
15047,"Andrew Sarauer",20,76,205,57,43,32,75,71,0,227,0,C,0,0,0,0,4,2004,0
15048,"Matt Siddall",20,73,205,45,25,36,61,216,0,232,2,R,7,4,6,10,4,2004,0
15049,"Max Campbell",19,72,187,46,46,49,95,84,0,103,9,C,18,11,20,4,4,2007,0
15050,"Matt Clackson",20,72,190,56,10,15,25,270,0,250,2,R,8,0,2,26,4,2005,0
15054,"Tyrell Mason",19,74,181,51,6,36,42,78,0,132,0,D,0,0,0,0,4,2005,0
15055,"Philippe Paquet",18,75,214,26,1,4,5,10,0,83,0,D,0,0,0,0,2,2005,0
15058,"Joe Stejskal",19,75,207,0,14,20,34,0,0,95,0,D,0,0,0,0,4,2007,0
15063,"Dave Macdonald",19,75,214,0,0,0,0,0,0,119,0,D,0,0,0,0,2,2004,0
15065,"Doug Rogers",18,73,196,2,0,1,1,2,0,110,0,D,0,0,0,0,2,2006,0
15066,"Paul Baier",19,75,212,23,6,4,10,22,0,89,0,D,0,0,0,0,2,2004,0
15090,"Maxim Birbraer",20,75,220,51,56,38,94,58,12,41,0,L,0,0,0,0,4,2000,0
15108,"Cory Stillman",18,73,212,68,29,27,56,39,16,19,0,C,4,2,2,0,1,2001,0
15111,"Chris Heid",18,73,205,51,2,15,17,76,-1,47,4,D,12,0,4,12,1,2001,0
15112,"Paul Flache",20,75,225,68,9,35,44,148,-15,120,0,D,0,0,0,0,2,2002,0
15116,"Ed Hill",19,74,218,53,7,17,24,42,24,30,2,D,12,0,2,8,5,1999,0
15119,"Steven Crampton",18,75,201,69,22,20,42,91,-21,65,3,L,4,0,3,9,1,2000,0
15121,"Ken Magowan",19,73,201,58,31,37,68,88,0,145,0,L,0,0,0,0,3,2000,0
15241,"Brett Lutes",18,73,187,4,2,1,3,0,1,211,0,L,0,0,0,0,4,2000,0
15248,"Brett Angel",18,77,220,55,5,9,14,139,-15,52,0,D,4,0,0,0,1,1999,0
15249,"Sean O'Connor",19,75,223,51,5,8,13,166,-2,84,0,R,2,0,0,2,1,2000,0
15250,"Viktor Uchevatov",18,75,225,6,0,2,2,4,9,30,0,D,0,0,0,0,4,2001,0
15257,"Tim Branham",19,74,194,60,8,27,35,78,16,129,7,D,25,4,11,17,5,2000,0
15303,"Eric Lundberg",19,75,201,36,0,9,9,26,-2,68,0,D,0,0,0,0,2,2002,0
15308,"Chris Zarb",19,76,196,43,4,20,24,78,23,37,4,D,11,0,4,17,5,2004,0
15309,"Brian Day",18,72,194,28,9,13,22,34,0,132,0,R,0,0,0,0,4,2006,0
15313,"Greg Beller",18,74,205,27,25,30,55,38,0,201,0,L,2,1,1,2,4,2005,0
15314,"Will Engasser",19,74,225,52,31,35,66,20,0,73,0,L,0,0,0,0,4,2004,0
15316,"Brennan Turner",19,75,220,41,5,12,17,207,0,250,0,D,0,0,0,0,4,2005,0
15320,"Garett Bembridge",20,72,163,79,39,40,79,40,-35,176,0,R,0,0,0,0,2,2001,0
15330,"Warren Mccutcheon",18,76,201,62,2,4,6,39,-20,210,0,C,0,0,0,0,2,2000,0
15331,"Grant Jacobsen",18,75,209,64,10,25,35,40,7,175,1,C,6,0,1,4,1,2001,0
15341,"Jason Platt",19,73,209,49,1,6,7,65,0,82,0,D,4,0,0,9,3,2000,0
15343,"Patrick Wellar",19,75,209,61,3,10,13,125,-4,61,2,D,7,0,2,4,1,2002,0
15346,"Ryan Macmurchy",19,74,207,61,32,52,84,63,0,120,5,R,11,2,7,13,3,2002,0
15451,"Matt Generous",20,75,194,49,8,16,24,105,0,196,0,D,0,0,0,0,4,2005,0
15452,"Jordan Fulton",19,72,194,28,45,36,81,76,0,163,0,L,0,0,0,0,4,2006,0
15466,"Kenny Smith",20,74,209,21,0,2,2,37,0,74,0,D,0,0,0,0,3,2001,0
15514,"Marek Chvatal",18,72,187,51,10,14,24,99,23,66,0,D,1,0,0,0,4,2002,0
15519,"Max Nicastro",18,74,190,58,6,14,20,78,7,117,2,D,7,1,3,12,5,2008,0
15531,"Steve Quailer",19,76,209,60,19,30,49,55,16,127,2,R,4,1,3,4,5,2008,0
15540,"Trevor Hendrikx",20,74,205,68,15,33,48,100,-6,250,7,D,14,5,12,14,3,2005,0
15576,"Gregor Baumgartner",20,73,198,68,33,58,91,14,4,192,8,R,23,8,16,8,1,1999,0
15590,"Prab Rai",19,71,190,72,20,45,65,21,31,203,4,R,11,2,6,4,5,2008,0
15595,"Luciano Aquino",20,69,198,65,25,46,71,80,10,250,4,C,6,5,9,9,5,2005,0
15596,"Olivier Legault",19,77,238,55,1,3,4,131,-2,224,0,L,7,0,0,8,2,2005,0
15598,"Chris Ovington",18,76,205,68,2,13,15,72,4,92,0,D,5,0,0,2,1,1998,0
15610,"Jeremy Swanson",18,72,207,67,8,16,24,78,27,42,4,D,20,1,5,12,5,2002,0
15653,"Jani Lajunen",18,74,214,46,8,12,20,24,12,49,0,C,3,0,0,0,5,2008,0
15658,"Peter Flache",18,77,227,56,3,6,9,40,-9,211,0,C,0,0,0,0,2,2000,0
15678,"Dmitri Syomin",18,74,201,27,7,7,14,4,2,54,3,C,11,2,5,2,4,2001,0
15679,"Dmitri Megalinsky",20,75,251,37,6,13,19,88,4,250,0,D,0,0,0,0,5,2005,0
