Overall,Round,Player,Nat.,Pos,Draft Year
148,5,Glenn Fisher,CA,G,2002
148,5,Michael Zador,CA,G,2009
148,5,Michal Lanicek,EU,G,1999
150,5,Bernd Bruckler,EU,G,2001
150,5,Alexander Pechurski,RU,G,2008
151,5,Rob McVicar,CA,G,2002
151,5,Ryan Daniels,CA,G,2006
152,5,Terry Denike,CA,G,2001
153,5,Mike Brown,US,G,2003
153,6,Scott Darling,US,G,2007
154,6,Dan Dunn,CA,G,2007
154,6,Chris Carrozzi,CA,G,2008
154,6,Brandon Maxwell,US,G,2009
157,6,Jason Kasdorf,CA,G,2011
158,5,Matt Keetley,CA,G,2005
158,6,Allen York,CA,G,2007
158,6,Grant Rollheiser,CA,G,2008
158,5,Roman Malek,EU,G,2001
159,5,Chris Beckford-Tseu,CA,G,2003
159,6,Johan Gustafsson,SCN,G,2010
159,6,Collin Olson,US,G,2012
160,5,Daniel Manzato,EU,G,2002
161,5,Mike Smith,CA,G,2001
161,6,Darcy Kuemper,CA,G,2009
161,5,Dov Grumet-Morris,US,G,2002
161,5,Brian Foster,US,G,2005
161,6,Steve Michalek,US,G,2011
162,6,Jaroslav Janus,EU,G,2009
162,6,Merrick Madsen,US,G,2013
163,6,Linus Ullmark,SCN,G,2012
163,6,Matt Mahalak,US,G,2011
163,6,Brendan Burke,US,G,2013
164,5,Tyler Weiman,CA,G,2002
164,6,Laurent Brossoit,CA,G,2011
164,6,Martin Prusek,EU,G,1999
164,5,Matus Kostur,EU,G,2000
164,6,Connor Knapp,US,G,2009
165,6,Michael Leighton,CA,G,1999
165,5,Nathan Marsters,CA,G,2000
165,6,Kevin Beech,CA,G,2005
165,6,Mike Murphy,CA,G,2008
165,6,Zane Gothberg,US,G,2010
166,6,Jonathan Pelletier,CA,G,1998
166,5,Nolan Schaefer,CA,G,2000
166,6,Andy Chiodo,CA,G,2001
166,5,Logan Koopmans,CA,G,2002
166,6,Francois Brassard,CA,G,2012
167,6,Nathan Lieuwen,CA,G,2011
167,6,Joe Fallon,US,G,2005
168,6,Zdenek Smid,EU,G,2000
168,6,Antero Niittymaki,SCN,G,1998
169,6,Shane Bendera,CA,G,2000
170,6,Matt Underhill,CA,G,1999
170,6,Mackenzie Skapski,CA,G,2013
171,6,Roman Cechmanek,EU,G,2000
171,6,Joni Ortio,SCN,G,2009
171,6,Robert Goepfert,US,G,2002
172,6,Antoine Bibeau,CA,G,2013
172,6,Mike McKenna,US,G,2002
173,6,Stefan Ridderwall,SCN,G,2006
173,6,Joe Cannata,US,G,2009
174,6,Maxime Clermont,CA,G,2010
175,7,Cam Ondrik,CA,G,1998
175,6,Michael Dupont,EU,G,2006
175,6,Jonathan Iilahti,SCN,G,2010
176,6,Curtis McElhinney,CA,G,2002
177,6,Chris Heino-Lindberg,SCN,G,2003
177,6,Michael Ayers,US,G,2000
178,6,Adam Wilcox,US,G,2011
179,6,Donald Choukalos,CA,G,1999
179,6,Marek Mazanec,EU,G,2012
180,6,Chris Holt,CA,G,2003
180,6,Patrick Killeen,CA,G,2008
181,6,Daniel Boisclair,CA,G,2001
181,6,Loic Lacasse,CA,G,2004
181,6,Lars Volden,SCN,G,2011
182,6,Adam Dennis,CA,G,2005
182,7,Frans Tuohimaa,SCN,G,2011
182,7,Brad Phillips,US,G,2007
183,7,Torrie Jung,CA,G,2007
184,7,Martin Ouellette,CA,G,2010
184,7,Marek Langhamer,EU,G,2012
185,6,Josh Disher,CA,G,2004
185,7,Paul Karpowich,CA,G,2008
185,7,Cody Rosen,CA,G,2010
186,6,Dan Turple,CA,G,2004
186,7,Mike Morrison,US,G,1998
186,6,Jeff Pietrasiak,US,G,2002
187,6,Miroslav Kopriva,EU,G,2003
187,7,Nick Eno,US,G,2007
188,7,Anton Forsberg,SCN,G,2011
189,7,Kevin Swanson,CA,G,1999
189,6,Julien Ellis,CA,G,2004
189,6,Pasi Nurminen,SCN,G,2001
190,7,Jamie Phillips,CA,G,2012
190,7,Garret Sparks,US,G,2011
191,6,Rejean Beauchemin,CA,G,2003
191,7,Morgan Clark,CA,G,2008
191,7,Brandon Whitney,CA,G,2012
191,6,Karri Ramo,SCN,G,2004
191,7,Mac Carruth,US,G,2010
193,7,Marc Cheverie,CA,G,2006
193,7,Rastislav Stana,EU,G,1998
193,6,Ville Hostikka,SCN,G,2003
195,6,Nick Pannoni,CA,G,2001
196,7,Vadim Tarasov,RU,G,1999
196,6,Mikael Vuorio,SCN,G,2002
196,7,Joacim Eriksson,SCN,G,2008
197,6,Jason Smith,CA,G,2003
197,7,Jean-Philippe Levasseur,CA,G,2005
199,7,Matt Tomkins,CA,G,2012
200,7,Alexandre Belanger,CA,G,2013
201,7,Billy Sauer,US,G,2006
202,7,Sergei Gayduchenko,RU,G,2007
203,7,Gabriel Bouthillette,CA,G,2004
203,7,Jure Penko,EU,G,2000
203,7,Sergey Kostenko,RU,G,2012
203,7,Janne Juvonen,SCN,G,2013
203,7,Phil Osaer,US,G,1999
204,7,Atte Engren,SCN,G,2007
205,7,Kyle Kettles,CA,G,1999
205,7,Henrik Lundqvist,SCN,G,2000
206,7,Anton Khudobin,RU,G,2004
207,7,Anders Lindback,SCN,G,2008
208,7,Anthony Brodeur,US,G,2013
209,8,Frederik Brindamour,CA,G,1998
209,7,Jordan Sigalet,CA,G,2001
210,7,Steve Belanger,US,G,2001
211,7,Mike Brodeur,CA,G,2003
211,7,Vladimir Kulikov,RU,G,1999
211,7,Petteri Simila,SCN,G,2009
211,7,Johan Mattsson,SCN,G,2011
213,7,Jan Chovan,EU,G,2001
213,7,Miroslav Hanuljak,EU,G,2003
213,7,Fredrik Norrena,SCN,G,2002
213,7,James Spratt,US,G,2004
214,7,Cristobal Huet,EU,G,2001
215,7,Ian Keserich,US,G,2004
217,7,Tomas Duba,EU,G,2001
219,7,Tyson Kellerman,CA,G,2002
220,7,Brad Topping,CA,G,2002
221,7,Aaron Molnar,CA,G,2000
221,7,Daniel Taylor,CA,G,2004
223,7,Pat McGann,US,G,2005
224,8,Mika Lehto,SCN,G,1998
224,7,Gerald Coleman,US,G,2003
226,7,Brian Eklund,US,G,2000
227,8,Jonathon Charron,CA,G,1999
228,8,David Brown,CA,G,2004
230,8,Justin Mrazek,CA,G,2004
231,8,Matt Zaba,CA,G,2003
232,8,Martin Houle,CA,G,2004
232,8,Martin Gerber,EU,G,2001
233,8,Alexander Polukeyev,RU,G,2000
233,8,Vasily Koshechkin,RU,G,2002
234,8,Derek MacIntyre,US,G,2004
235,8,Jeff Weber,CA,G,2003
235,8,Craig Kowalski,US,G,2000
237,8,Antti Jokela,SCN,G,1999
238,8,Yutaka Fukufuji,OT,G,2004
240,8,Adam Berkhoel,US,G,2000
243,8,Joni Puurula,SCN,G,2000
245,9,Andreas Andersson,SCN,G,1998
247,8,Matt Violin,CA,G,2002
248,9,Matthew Yeats,CA,G,1998
250,8,Brandon Crawford-West,US,G,2001
258,8,Pekka Rinne,SCN,G,2004
261,8,Reinhard Divis,EU,G,2000
264,9,Matt Davis,CA,G,2002
265,9,Dwight Labrosse,US,G,2002
271,9,Jaroslav Halak,EU,G,2003
274,9,Bjorn Bjurling,SCN,G,2004
275,9,Robert Muller,EU,G,2001
276,9,Sylvain Michaud,CA,G,2004
277,9,Sebastien Laplante,CA,G,2001
277,9,Kevin Regan,US,G,2003
280,9,Nick Boucher,CA,G,2000
282,9,Carl Grahn,SCN,G,2000
285,9,Blake Ward,CA,G,2000
288,9,Brian Mahoney-Wilson,US,G,2004
291,9,Brian Elliott,CA,G,2003
