name,CareerGP,NumSeasons,AvgGP,CareerTOI,AvgTOI,CareerPts,Overall,Round,Age,D1_Pos,D2_Pos,Great_160,Great_120,Draft Year
Brandon Elliott,0,0,0,0,0,0,158,5,31,0,0,0,0,2004
Brandon Gormley,32,2,16,487,15.21875,4,13,1,23,0,1,0,0,2010
Brandon Kozun,20,1,20,158,7.9,4,179,6,25,0,0,0,0,2009
Brandon McMillan,171,5,34.2,2060,12.04678363,36,85,3,25,0,0,1,1,2008
Brandon Nolan,6,1,6,44,7.333333333,1,111,4,32,0,0,0,0,2003
Brandon Pirri,105,5,21,1455,13.85714286,51,59,2,24,1,0,0,0,2009
Brandon Prust,451,8,56.375,5214,11.56097561,108,70,3,31,0,0,1,1,2004
Brandon Reid,13,3,4.333333333,132,10.15384615,6,208,7,34,1,0,0,0,2000
Brandon Rogers,0,0,0,0,0,0,118,4,33,0,1,0,0,2001
Brandon Saad,208,4,52,3471,16.6875,126,43,2,22,0,0,1,1,2011
Brandon Segal,103,5,20.6,865,8.398058252,22,102,4,32,0,0,0,0,2002
Brandon Sutter,495,7,70.71428571,7892,15.94343434,185,11,1,26,0,0,1,1,2007
Brandon Yip,174,5,34.8,2242,12.88505747,56,239,8,30,0,0,1,1,2004
Branislav Fabry,0,0,0,0,0,0,65,2,30,0,0,0,0,2003
Branislav Mezei,240,7,34.28571429,3675,15.3125,24,10,1,35,0,1,1,1,1999
Branko Radivojevic,393,6,65.5,5313,13.51908397,120,93,3,34,0,0,1,1,1999
Brayden McNabb,108,3,36,1782,16.5,32,66,3,24,0,1,0,0,2009
Brayden Schenn,274,6,45.66666667,4288,15.64963504,134,5,1,24,1,0,1,1,2009
Braydon Coburn,618,10,61.8,13122,21.23300971,168,8,1,30,0,1,1,1,2003
Brendan Bell,102,5,20.4,1611,15.79411765,28,65,3,32,0,1,0,0,2001
Brendan Gallagher,207,3,69,3263,15.76328502,116,147,5,23,0,0,1,1,2010
Brendan Mikkelson,131,5,26.2,1864,14.22900763,10,31,2,28,0,1,0,1,2005
Brendan O'Donnell,0,0,0,0,0,0,156,6,23,1,0,0,0,2010
Brendan Ranford,1,1,1,9,9,0,209,7,23,0,0,0,0,2010
Brendan Smith,195,4,48.75,3511,18.00512821,47,27,1,26,0,1,1,1,2007
Brenden Kichton,0,0,0,0,0,0,127,7,23,0,1,0,0,2011
Brennan Serville,0,0,0,0,0,0,78,3,22,0,1,0,0,2011
Brennan Turner,0,0,0,0,0,0,134,5,28,0,1,0,0,2005
Brent Andrews,0,0,0,0,0,0,202,7,22,0,0,0,0,2011
Brent Burns,715,11,65,14428,20.17902098,348,20,1,30,0,0,1,1,2003
Brent Gauvreau,0,0,0,0,0,0,120,6,35,0,0,0,0,1998
Brent Gwidt,0,0,0,0,0,0,157,6,27,1,0,0,0,2006
Brent Hobday,0,0,0,0,0,0,111,4,36,1,0,0,0,1998
Brent MacLellan,0,0,0,0,0,0,104,4,32,0,1,0,0,2001
Brent McDonald,0,0,0,0,0,0,239,9,35,1,0,0,0,1998
Brent Regner,0,0,0,0,0,0,137,5,26,0,1,0,0,2008
Brent Seabrook,763,10,76.3,17159,22.48885976,318,14,1,30,0,1,1,1,2003
Bret DeCecco,0,0,0,0,0,0,206,7,35,0,0,0,0,1999
Bret Nasby,0,0,0,0,0,0,152,5,29,0,1,0,0,2004
Brett Allan,0,0,0,0,0,0,174,7,34,1,0,0,0,1998
Brett Angel,0,0,0,0,0,0,72,3,34,0,1,0,0,1999
Brett Bellemore,121,3,40.33333333,2030,16.7768595,20,162,6,27,0,1,0,1,2007
Brett Bruneteau,0,0,0,0,0,0,108,4,26,1,0,0,0,2007
Brett Bulmer,14,2,7,152,10.85714286,3,39,2,23,0,0,0,0,2010
Brett Carson,90,5,18,1366,15.17777778,13,109,4,29,0,1,0,0,2004
Brett Clouthier,0,0,0,0,0,0,50,2,34,0,0,0,0,1999
Brett Connolly,139,4,34.75,1631,11.73381295,34,6,1,23,0,0,0,1,2010
Brett Draney,0,0,0,0,0,0,186,6,34,0,0,0,0,1999
Brett Flemming,0,0,0,0,0,0,145,5,24,0,1,0,0,2009
Brett Hemingway,0,0,0,0,0,0,225,7,31,0,0,0,0,2003
Brett Henning,0,0,0,0,0,0,255,9,35,1,0,0,0,1999
Brett Hextall,0,0,0,0,0,0,159,6,27,1,0,0,0,2008
Brett Leffler,0,0,0,0,0,0,125,5,26,0,0,0,0,2007
Brett Lutes,0,0,0,0,0,0,229,7,33,0,0,0,0,2000
Brett Lysak,2,1,2,7,3.5,0,49,2,34,1,0,0,0,1999
Brett Maclean,18,2,9,156,8.666666667,5,32,2,26,0,0,0,0,2007
Brett Morrison,0,0,0,0,0,0,151,5,28,1,0,0,0,2007
Brett Nowak,0,0,0,0,0,0,103,,34,1,0,0,0,2000
Brett Perlini,0,0,0,0,0,0,192,7,25,1,0,0,0,2010
Brett Ponich,0,0,0,0,0,0,48,2,24,0,1,0,0,2009
Brett Ritchie,31,1,31,434,14,9,44,2,22,0,0,0,0,2011
Brett Scheffelmaier,0,0,0,0,0,0,75,6,34,0,1,0,0,1999
Brett Skinner,11,1,11,129,11.72727273,0,68,3,32,0,1,0,0,2002
Brett Sonne,0,0,0,0,0,0,85,3,26,1,0,0,0,2007
Brett Sterling,30,4,7.5,380,12.66666667,9,145,5,31,0,0,0,0,2003
Brett Sutter,60,7,8.571428571,498,8.3,10,179,6,28,0,0,0,0,2005
Bretton Stamler,0,0,0,0,0,0,214,7,28,0,1,0,0,2005
Brian Boyle,473,8,59.125,6184,13.07399577,124,26,1,30,1,0,1,1,2003
Brian Collins,0,0,0,0,0,0,87,3,34,1,0,0,0,1999
Brian Day,0,0,0,0,0,0,171,6,27,0,0,0,0,2006
Brian Dumoulin,14,2,7,240,17.14285714,2,51,2,24,0,1,0,0,2009
Brian Fahey,7,1,7,83,11.85714286,1,119,4,34,0,1,0,0,2000
Brian Ferlin,7,1,7,62,8.857142857,1,121,4,23,0,0,0,0,2011
Brian Gifford,0,0,0,0,0,0,85,3,29,1,0,0,0,2004
Brian Gionta,845,13,65,15109,17.88047337,520,82,3,36,0,0,1,1,1998
Brian Gornick,0,0,0,0,0,0,258,9,35,1,0,0,0,1999
Brian Ihnacak,0,0,0,0,0,0,259,9,30,1,0,0,0,2004
Brian Lee,209,6,34.83333333,3485,16.67464115,36,9,1,28,0,1,1,1,2005
Brian McConnell,0,0,0,0,0,0,39,2,32,1,0,0,0,2002
Brian McGrattan,317,9,35.22222222,1555,4.905362776,27,104,4,34,0,0,1,1,1999
Brian McGuirk,0,0,0,0,0,0,231,8,30,0,0,0,0,2004
Brian McMeekin,0,0,0,0,0,0,260,9,36,0,1,0,0,1999
Brian O'Hanley,0,0,0,0,0,0,267,9,30,0,1,0,0,2003
Brian Passmore,0,0,0,0,0,0,199,7,35,1,0,0,0,2000
Brian Salcido,2,1,2,25,12.5,1,141,5,30,0,1,0,0,2005
Brian Sipotz,0,0,0,0,0,0,100,4,33,0,1,0,0,2001
Brian Strait,130,5,26,2282,17.55384615,21,65,3,27,0,1,0,1,2006
Brian Sullivan,0,0,0,0,0,0,243,8,35,0,1,0,0,1999
Brian Sutherby,460,9,51.11111111,4896,10.64347826,90,26,1,33,1,0,1,1,2000
Brock Beukeboom,0,0,0,0,0,0,63,3,23,0,1,0,0,2010
Brock Bradford,0,0,0,0,0,0,217,7,28,1,0,0,0,2005
Brock Hooton,0,0,0,0,0,0,150,5,32,0,0,0,0,2002
Brock Nelson,154,2,77,2329,15.12337662,68,30,1,24,1,0,0,1,2010
Brock Radunske,0,0,0,0,0,0,79,3,32,0,0,0,0,2002
Brodie Dupont,1,1,1,6,6,0,66,3,28,1,0,0,0,2005
Brody Sutter,4,1,4,30,7.5,0,193,7,24,1,0,0,0,2011
Brooks Laich,683,11,62.09090909,10889,15.94289898,317,193,6,32,1,0,1,1,2001
Brooks Macek,0,0,0,0,0,0,171,6,23,1,0,0,0,2010
Brooks Orpik,781,12,65.08333333,15543,19.90140845,151,18,1,35,0,1,1,1,2000
Bruce Graham,0,0,0,0,0,0,51,2,29,1,0,0,0,2004
Bruno Gervais,418,8,52.25,7526,18.00478469,87,182,6,31,0,1,1,1,2003
Bruno St. Jacques,67,4,16.75,941,14.04477612,10,253,9,35,0,1,0,0,1998
Bryan Allen,721,14,51.5,13438,18.63800277,136,4,1,35,0,1,1,1,1998
Bryan Bickell,359,8,44.875,4418,12.30640669,133,41,2,29,0,0,1,1,2004
Bryan Cameron,0,0,0,0,0,0,82,3,26,0,0,0,0,2007
Bryan Hamm,0,0,0,0,0,0,210,7,31,0,1,0,0,2002
Bryan Little,556,8,69.5,10213,18.36870504,343,12,1,27,0,0,1,1,2006
Bryan Perez,0,0,0,0,0,0,260,9,33,1,0,0,0,2001
Bryan Rufenach,0,0,0,0,0,0,208,7,26,0,1,0,0,2007
Bryan Rust,14,1,14,168,12,2,80,3,23,0,0,0,0,2010
Bryan Young,17,2,8.5,156,9.176470588,0,146,5,29,0,1,0,0,2004
Bryce Aneloski,0,0,0,0,0,0,196,7,25,0,1,0,0,2010
Bryce Lampman,10,3,3.333333333,182,18.2,0,113,4,33,0,1,0,0,2001
Bryce Swan,0,0,0,0,0,0,38,2,27,1,0,0,0,2006
Bud Holloway,0,0,0,0,0,0,86,3,27,0,0,0,0,2006
Byron Bitz,97,3,32.33333333,1042,10.74226804,22,107,4,31,0,0,0,0,2003
Byron Froese,0,0,0,0,0,0,119,4,24,1,0,0,0,2009
C.J. Severyn,0,0,0,0,0,0,186,7,26,0,0,0,0,2007
Cade Fairchild,5,1,5,48,9.6,1,96,4,26,0,1,0,0,2007
Cal Clutterbuck,495,8,61.875,7089,14.32121212,145,72,3,27,0,0,1,1,2006
Cal O'Reilly,113,4,28.25,1625,14.38053097,41,150,5,29,1,0,0,0,2005
Caleb Herbert,0,0,0,0,0,0,142,5,23,1,0,0,0,2010
Calle Aslund,0,0,0,0,0,0,234,8,32,0,1,0,0,2001
Calle Jarnkrok,86,2,43,1120,13.02325581,27,51,2,24,1,0,0,0,2010
Calle Steen,0,0,0,0,0,0,142,5,35,0,0,0,0,1998
Calvin de Haan,117,3,39,2321,19.83760684,28,12,1,24,0,1,0,0,2009
Cam Atkinson,219,4,54.75,3533,16.13242009,112,157,6,26,0,0,1,1,2008
Cam Barker,310,8,38.75,5305,17.11290323,96,3,1,29,0,1,1,1,2004
Cam Cunning,0,0,0,0,0,0,240,8,30,0,0,0,0,2003
Cam Fowler,345,5,69,7707,22.33913043,150,12,1,23,0,1,1,1,2010
Cam Janssen,336,9,37.33333333,1610,4.791666667,14,117,4,31,0,0,1,1,2002
Cam Paddock,16,1,16,171,10.6875,3,137,5,32,1,0,0,0,2002
Cam Reid,0,0,0,0,0,0,192,,24,1,0,0,0,2009
Cameron Abney,0,0,0,0,0,0,82,3,24,0,0,0,0,2009
Cameron Cepek,0,0,0,0,0,0,199,7,27,0,1,0,0,2006
Cameron Gaunce,20,2,10,265,13.25,1,50,2,25,0,1,0,0,2008
Carl Gunnarsson,365,6,60.83333333,7253,19.87123288,98,194,7,28,0,1,1,1,2007
Carl Hagelin,266,4,66.5,4160,15.63909774,130,168,6,27,0,0,1,1,2007
Carl Klingberg,12,4,3,77,6.416666667,1,34,2,24,0,0,0,0,2009
Carl Mallette,0,0,0,0,0,0,107,4,33,1,0,0,0,2000
Carl Sneep,1,1,1,16,16,1,32,2,27,0,1,0,0,2006
Carl Soderberg,161,3,53.66666667,2507,15.57142857,94,49,2,30,1,0,1,1,2004
Carlo Colaiacovo,434,12,36.16666667,7652,17.63133641,152,17,1,32,0,1,1,1,2001
Carson McMillan,16,3,5.333333333,167,10.4375,5,200,7,27,0,0,0,0,2007
Carter Ashton,54,3,18,401,7.425925926,3,29,1,24,0,0,0,0,2009
Carter Lee,0,0,0,0,0,0,276,9,31,0,0,0,0,2003
Carter Trevisani,0,0,0,0,0,0,244,8,33,0,1,0,0,2001
Casey Borer,16,3,5.333333333,223,13.9375,3,69,3,30,0,1,0,0,2004
Casey Cizikas,210,4,52.5,2590,12.33333333,53,92,4,24,1,0,1,1,2009
Casey Pierro-Zabotel,0,0,0,0,0,0,80,3,26,1,0,0,0,2007
Cedrick Henley,0,0,0,0,0,0,173,6,23,0,0,0,0,2010
Chad Brownlee,0,0,0,0,0,0,190,6,31,0,1,0,0,2003
Chad Denny,0,0,0,0,0,0,49,2,28,0,1,0,0,2005
Chad Kolarik,6,2,3,50,8.333333333,1,199,7,29,1,0,0,0,2004
Chad Painchaud,0,0,0,0,0,0,106,4,29,0,0,0,0,2004
Chad Rau,9,1,9,98,10.88888889,2,228,7,28,1,0,0,0,2005
Chad Starling,0,0,0,0,0,0,114,4,34,0,1,0,0,1999
Chad Wiseman,9,3,3,81,9,2,246,8,34,0,0,0,0,2000
Charles-Antoine Messier,0,0,0,0,0,0,145,5,26,1,0,0,0,2007
Charles-Olivier Roussel,0,0,0,0,0,0,42,2,23,0,1,0,0,2009
Charlie Coyle,189,3,63,2946,15.58730159,79,28,1,23,0,0,1,1,2010
Charlie Stephens,8,2,4,48,6,2,196,6,34,0,0,0,0,2001
Chase Balisy,0,0,0,0,0,0,170,6,23,1,0,0,0,2011
Chris Auger,0,0,0,0,0,0,169,6,27,1,0,0,0,2006
Chris Bahen,0,0,0,0,0,0,189,6,34,0,1,0,0,2000
Chris Bala,6,1,6,34,5.666666667,1,58,2,37,0,0,0,0,1998
Chris Berti,0,0,0,0,0,0,204,7,33,1,0,0,0,2000
Chris Bourque,51,4,12.75,531,10.41176471,8,33,2,29,1,0,0,0,2004
Chris Brown,22,3,7.333333333,174,7.909090909,3,36,2,24,1,0,0,0,2009
Chris Butler,382,7,54.57142857,7305,19.12303665,84,96,4,28,0,1,1,1,2005
Chris Campoli,440,7,62.85714286,8015,18.21590909,146,227,7,31,0,1,1,1,2004
Chris Corrinet,8,1,8,81,10.125,1,107,4,36,0,0,0,0,1998
Chris Crane,0,0,0,0,0,0,200,,23,0,0,0,0,2010
Chris Didomenico,0,0,0,0,0,0,164,,26,1,0,0,0,2007
Chris Doyle,0,0,0,0,0,0,141,5,25,1,0,0,0,2008
Chris Durand,0,0,0,0,0,0,52,2,28,1,0,0,0,2005
Chris Dyment,0,0,0,0,0,0,97,4,35,0,1,0,0,1999
Chris Eade,0,0,0,0,0,0,115,4,33,0,1,0,0,2000
Chris Frank,0,0,0,0,0,0,188,7,29,0,1,0,0,2006
Chris Hartsburg,0,0,0,0,0,0,214,7,35,0,0,0,0,1999
Chris Heid,0,0,0,0,0,0,74,3,32,0,1,0,0,2001
Chris Hickey,0,0,0,0,0,0,192,7,26,1,0,0,0,2006
Chris Higgins,678,11,61.63636364,11428,16.85545723,329,14,1,32,0,0,1,1,2002
Chris Kelly,740,11,67.27272727,11055,14.93918919,275,94,3,34,0,0,1,1,1999
Chris Kreider,169,3,56.33333333,2528,14.95857988,86,19,1,24,1,0,1,1,2009
Chris Lawrence,0,0,0,0,0,0,89,3,28,1,0,0,0,2005
Chris Legg,0,0,0,0,0,0,171,6,35,1,0,0,0,1999
Chris Lyness,0,0,0,0,0,0,229,9,35,0,1,0,0,1998
Chris Neil,893,13,68.69230769,10112,11.32362822,233,161,6,36,0,0,1,1,1998
Chris Nielsen,52,2,26,553,10.63461538,14,36,2,35,0,0,0,0,1998
Chris Ovington,0,0,0,0,0,0,148,6,35,0,1,0,0,1998
Chris Peluso,0,0,0,0,0,0,194,7,29,0,1,0,0,2004
Chris Petrow,0,0,0,0,0,0,267,9,31,0,1,0,0,2002
Chris Porter,173,6,28.83333333,1812,10.47398844,27,282,9,31,1,0,1,1,2003
Chris Stewart,463,7,66.14285714,7150,15.44276458,264,18,1,27,0,0,1,1,2006
Chris Summers,67,5,13.4,919,13.71641791,9,29,1,27,0,1,0,0,2006
Chris Terry,70,3,23.33333333,875,12.5,23,132,5,26,0,0,0,0,2007
Chris Thorburn,604,10,60.4,5796,9.59602649,111,50,2,32,0,0,1,1,2001
Chris VandeVelde,118,5,23.6,1318,11.16949153,19,97,4,28,1,0,0,0,2005
Chris Wagner,9,1,9,79,8.777777778,0,122,5,24,1,0,0,0,2010
Chris Wideman,0,0,0,0,0,0,100,4,25,0,1,0,0,2009
Chris Zarb,0,0,0,0,0,0,144,5,30,0,1,0,0,2004
Christian Backman,302,6,50.33333333,6054,20.04635762,79,24,1,35,0,1,1,1,1998
Christian Berglund,86,3,28.66666667,956,11.11627907,27,37,2,35,0,0,0,0,1998
Christian Chartier,0,0,0,0,0,0,199,7,34,0,1,0,0,1999
Christian Ehrhoff,741,11,67.36363636,15980,21.56545209,327,106,4,33,0,1,1,1,2001
Christian Isackson,0,0,0,0,0,0,203,7,23,0,0,0,0,2010
Christian Jensen,0,0,0,0,0,0,289,9,29,0,1,0,0,2004
Christian Larrivee,0,0,0,0,0,0,114,4,33,1,0,0,0,2000
Christian Lefebvre,0,0,0,0,0,0,213,8,37,0,1,0,0,1998
Christian Soderstrom,0,0,0,0,0,0,262,9,34,0,0,0,0,2002
Christian Thomas,21,3,7,191,9.095238095,1,40,2,23,0,0,0,0,2010
Christofer Lofberg,0,0,0,0,0,0,80,3,28,1,0,0,0,2005
Christoph Brandner,35,1,35,467,13.34285714,9,237,8,40,0,0,0,0,2002
Christoph Schubert,315,5,63,4054,12.86984127,72,127,4,33,0,1,1,1,2001
Chuck Kobasew,601,11,54.63636364,7850,13.06156406,210,14,1,33,0,0,1,1,2001
Clarke MacArthur,544,9,60.44444444,8483,15.59375,304,74,3,30,0,0,1,1,2003
Claude Giroux,496,8,62,9626,19.40725806,450,22,1,27,0,0,1,1,2006
Clayton Barthel,0,0,0,0,0,0,88,3,29,0,1,0,0,2004
Clayton Stoner,296,6,49.33333333,4896,16.54054054,39,79,3,30,0,1,1,1,2004
Cliff Loya,0,0,0,0,0,0,207,7,34,0,1,0,0,2000
Codey Burki,0,0,0,0,0,0,59,2,27,1,0,0,0,2006
Cody Almond,25,3,8.333333333,212,8.48,2,140,5,26,1,0,0,0,2007
Cody Bass,49,5,9.8,317,6.469387755,5,95,4,28,1,0,0,0,2005
Cody Beach,0,0,0,0,0,0,134,5,23,0,0,0,0,2010
Cody Blanshan,0,0,0,0,0,0,238,8,31,0,1,0,0,2003
Cody Eakin,237,4,59.25,3747,15.81012658,107,85,3,24,1,0,1,1,2009
Cody Ferriero,0,0,0,0,0,0,127,5,23,1,0,0,0,2010
Cody Franson,400,6,66.66666667,7014,17.535,169,79,3,28,0,1,1,1,2005
Cody Goloubef,53,4,13.25,778,14.67924528,10,37,2,25,0,1,0,0,2008
Cody Hodgson,289,5,57.8,4400,15.22491349,134,10,1,25,1,0,1,1,2008
Cody McCormick,405,10,40.5,3812,9.412345679,65,144,5,32,0,0,1,1,2001
Cody Sol,0,0,0,0,0,0,125,5,24,0,1,0,0,2009
Cody Wild,0,0,0,0,0,0,140,5,28,0,1,0,0,2006
Colby Armstrong,476,8,59.5,7301,15.33823529,209,21,1,32,0,0,1,1,2001
Colby Cohen,3,1,3,53,17.66666667,0,45,2,26,0,1,0,0,2007
Colby Robak,47,4,11.75,745,15.85106383,4,46,2,25,0,1,0,0,2008
Cole Jarrett,1,1,1,14,14,0,141,5,32,0,0,0,0,2001
Colin Blackwell,0,0,0,0,0,0,194,7,22,1,0,0,0,2011
Colin FitzRandolph,0,0,0,0,0,0,201,7,33,1,0,0,0,2001
Colin Fraser,359,9,39.88888889,3571,9.947075209,58,69,3,30,1,0,1,1,2003
Colin Greening,255,5,51,3632,14.24313725,87,204,7,29,0,0,1,1,2005
Colin Hemingway,3,1,3,22,7.333333333,0,221,8,35,0,0,0,0,1999
Colin Jacobs,0,0,0,0,0,0,107,4,22,1,0,0,0,2011
Colin Long,0,0,0,0,0,0,99,4,26,1,0,0,0,2008
Colin McDonald,140,5,28,1623,11.59285714,44,51,2,31,0,0,0,1,2003
Colin Shields,0,0,0,0,0,0,195,6,35,0,0,0,0,2000
Colin Stuart,56,4,14,685,12.23214286,13,135,5,33,0,0,0,0,2001
Colin Suellentrop,0,0,0,0,0,0,116,4,22,0,1,0,0,2011
Colin Sullivan,0,0,0,0,0,0,198,7,22,0,1,0,0,2011
Colin Wilson,368,6,61.33333333,5613,15.25271739,178,7,1,25,1,0,1,1,2008
Colt King,0,0,0,0,0,0,130,4,32,0,0,0,0,2001
Colten Teubert,24,1,24,303,12.625,1,13,1,25,0,1,0,0,2008
Colton Fretter,0,0,0,0,0,0,230,8,33,0,0,0,0,2002
Colton Gillies,154,4,38.5,1424,9.246753247,18,16,1,26,0,0,0,1,2007
Colton Sceviour,99,4,24.75,1300,13.13131313,39,112,4,26,0,0,0,0,2007
Connor Brickley,0,0,0,0,0,0,50,2,23,1,0,0,0,2010
Connor James,16,3,5.333333333,120,7.5,1,279,9,33,0,0,0,0,2002
Connor Murphy,103,2,51.5,1765,17.13592233,15,20,1,22,0,1,0,0,2011
Constantin Braun,0,0,0,0,0,0,164,6,27,0,1,0,0,2006
Corban Knight,9,2,4.5,69,7.666666667,1,135,5,25,1,0,0,0,2009
Corbin McPherson,0,0,0,0,0,0,87,3,26,0,1,0,0,2007
Corey Cowick,0,0,0,0,0,0,160,6,26,0,0,0,0,2009
Corey Durocher,0,0,0,0,0,0,153,6,23,0,0,0,0,2010
Corey Fienhage,0,0,0,0,0,0,81,3,25,0,1,0,0,2008
Corey Locke,9,3,3,71,7.888888889,1,113,4,31,1,0,0,0,2003
Corey Perry,722,10,72.2,13275,18.38642659,602,28,1,30,0,0,1,1,2003
Corey Potter,129,7,18.42857143,2252,17.45736434,32,122,4,31,0,1,0,1,2003
Corey Syvret,0,0,0,0,0,0,181,6,26,0,1,0,0,2007
Corey Trivino,0,0,0,0,0,0,36,2,25,1,0,0,0,2008
Corey Tropp,148,3,49.33333333,1351,9.128378378,27,89,3,26,0,0,0,1,2007
Cory Emmerton,139,4,34.75,1272,9.151079137,21,41,2,27,1,0,0,1,2006
Cory Pecker,0,0,0,0,0,0,166,6,34,1,0,0,0,1999
Cory Stillman,0,0,0,0,0,0,101,4,32,1,0,0,0,2001
Cory Urquhart,0,0,0,0,0,0,40,2,30,1,0,0,0,2003
Craig Brunel,0,0,0,0,0,0,147,9,35,0,0,0,0,1998
Craig Cunningham,53,2,26.5,553,10.43396226,7,97,4,25,0,0,0,0,2010
Craig Murray,0,0,0,0,0,0,201,8,36,1,0,0,0,1998
Craig Olynick,0,0,0,0,0,0,218,7,33,0,1,0,0,2000
Craig Smith,277,4,69.25,4219,15.23104693,144,98,4,26,1,0,1,1,2009
Craig Switzer,0,0,0,0,0,0,275,9,30,0,1,0,0,2004
Craig Weller,95,2,47.5,863,9.084210526,14,167,5,34,0,0,0,0,2000
Curtis Gedig,0,0,0,0,0,0,204,7,23,0,1,0,0,2009
Curtis Hamilton,1,1,1,8,8,0,48,2,23,0,0,0,0,2010
Curtis McKenzie,36,1,36,415,11.52777778,5,159,6,24,0,0,0,0,2009
Curtis Rich,0,0,0,0,0,0,121,5,35,0,1,0,0,1998
Curtis Valentine,0,0,0,0,0,0,219,8,36,0,0,0,0,1998
D.J. King,118,6,19.66666667,651,5.516949153,11,190,6,31,1,0,0,0,2002
Dale Mitchell,0,0,0,0,0,0,74,3,26,0,0,0,0,2007
Dale Sullivan,0,0,0,0,0,0,265,9,32,0,0,0,0,2001
Dale Weise,258,5,51.6,2477,9.600775194,59,111,4,27,0,0,1,1,2008
Dalton Prout,145,4,36.25,2581,17.8,21,154,6,25,0,1,0,1,2010
Dalton Smith,0,0,0,0,0,0,34,2,23,0,0,0,0,2010
Dalyn Flatt,0,0,0,0,0,0,77,3,28,0,1,0,0,2005
Damian Surma,2,2,1,16,8,2,174,6,34,1,0,0,0,1999
Dan Baum,0,0,0,0,0,0,215,7,32,1,0,0,0,2001
Dan Bertram,0,0,0,0,0,0,54,2,28,0,0,0,0,2005
Dan Cavanaugh,0,0,0,0,0,0,38,2,35,1,0,0,0,1999
Dan Collins,0,0,0,0,0,0,90,3,28,0,0,0,0,2005
Dan Delisle,0,0,0,0,0,0,89,3,24,1,0,0,0,2009
Dan Fritsche,256,5,51.2,2979,11.63671875,76,46,2,30,1,0,1,1,2003
Dan Gendur,0,0,0,0,0,0,206,7,28,0,0,0,0,2007
Dan Glover,0,0,0,0,0,0,250,8,32,0,1,0,0,2002
Dan Hamhuis,814,11,74,18332,22.52088452,290,12,1,32,0,1,1,1,2001
Dan Jancevski,9,3,3,87,9.666666667,0,66,3,34,0,1,0,0,1999
Dan Maggio,0,0,0,0,0,0,170,6,24,0,1,0,0,2009
Dan Ryder,0,0,0,0,0,0,74,3,28,1,0,0,0,2005
Dan Spang,0,0,0,0,0,0,52,2,32,0,1,0,0,2002
Dan Travis,0,0,0,0,0,0,141,5,31,0,0,0,0,2003
Dan Welch,0,0,0,0,0,0,245,8,34,0,0,0,0,2000
Dana Tyrell,135,5,27,1516,11.22962963,24,47,2,26,0,0,0,1,2007
Dane Byers,14,3,4.666666667,102,7.285714286,1,48,2,29,0,0,0,0,2004
Dane Crowley,0,0,0,0,0,0,168,6,28,0,1,0,0,2006
Danick Paquette,0,0,0,0,0,0,64,3,25,0,0,0,0,2008
Daniel Brodin,0,0,0,0,0,0,146,5,25,0,0,0,0,2010
Daniel Carcillo,429,9,47.66666667,4518,10.53146853,100,73,3,30,0,0,1,1,2003
Daniel Catenacci,0,0,0,0,0,0,77,3,22,1,0,0,0,2011
Daniel Fernholm,0,0,0,0,0,0,101,4,31,0,1,0,0,2002
Daniel Hulak,0,0,0,0,0,0,221,8,35,0,1,0,0,1998
Daniel Johansson,0,0,0,0,0,0,125,4,34,1,0,0,0,1999
Daniel Paille,570,10,57,6918,12.13684211,172,20,1,31,0,0,1,1,2002
Daniel Pribyl,0,0,0,0,0,0,168,6,22,1,0,0,0,2011
Daniel Rahimi,0,0,0,0,0,0,82,3,28,0,1,0,0,2006
Daniel Sedin,1061,14,75.78571429,17963,16.93025448,881,2,1,35,0,0,1,1,1999
Daniel Volrab,0,0,0,0,0,0,126,4,32,1,0,0,0,2001
Daniel Widing,0,0,0,0,0,0,36,2,33,0,0,0,0,2000
Daniel Winnik,569,8,71.125,8747,15.37258348,184,265,9,30,0,0,1,1,2004
Daniil Sobchenko,0,0,0,0,0,0,166,6,24,1,0,0,0,2011
Danny Biega,10,1,10,161,16.1,2,67,3,24,0,1,0,0,2010
Danny Bois,1,1,1,4,4,0,97,3,32,0,0,0,0,2001
Danny Eberly,0,0,0,0,0,0,238,,34,0,1,0,0,2000
Danny Hobbs,0,0,0,0,0,0,198,7,26,1,0,0,0,2007
Danny Irmen,2,1,2,9,4.5,0,78,3,31,1,0,0,0,2003
Danny Kristo,0,0,0,0,0,0,56,2,25,0,0,0,0,2008
Danny Richmond,49,3,16.33333333,563,11.48979592,3,31,2,31,0,1,0,0,2003
Danny Stewart,0,0,0,0,0,0,123,4,30,0,0,0,0,2003
Danny Syvret,59,5,11.8,851,14.42372881,7,81,3,30,0,1,0,0,2005
Dany Heatley,869,13,66.84615385,17402,20.02531646,791,2,1,34,0,0,1,1,2000
Dany Roussin,0,0,0,0,0,0,223,2,30,1,0,0,0,2003
Darcy Harris,0,0,0,0,0,0,247,9,36,0,0,0,0,1998
Darcy Hordichuk,542,12,45.16666667,3025,5.581180812,41,180,6,35,0,0,1,1,2000
Darcy Robinson,0,0,0,0,0,0,233,8,34,0,1,0,0,1999
Darian Dziurzynski,0,0,0,0,0,0,141,5,24,0,0,0,0,2011
Darin Olver,0,0,0,0,0,0,36,2,30,1,0,0,0,2004
Darrell Hay,0,0,0,0,0,0,271,9,35,0,1,0,0,1999
Darren Dietz,0,0,0,0,0,0,138,5,22,0,1,0,0,2011
