rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
538,16,CA,Marc-Antoine Gervais,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
539,17,CA,David Richer,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
540,17,CA,Samuel Leblanc,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
541,17,CA,Anthony Chapados,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
542,18,CA,Alex Bourbeau,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
543,18,CA,Michael Molloy,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
544,18,CA,Danick Poirier,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
545,18,CA,Kent Small,0,0,D,2,0,0,0,0,0,0,0,0,0,0,0
546,17,CA,Matthew Testolina,0,0,F,2,0,0,0,0,-2,0,0,0,0,0,0
547,16,CA,Sebastien Lemieux,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
548,16,CA,Philippe Rioux,0,0,F,2,0,0,0,2,-1,0,0,0,0,0,0
549,19,CA,Ryan Labrie,0,0,F,2,0,0,0,0,1,0,0,0,0,0,0
550,16,CA,Philip Sardinha,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
551,17,CA,Jamie McIntyre,0,0,F,2,0,0,0,5,0,0,0,0,0,0,0
552,16,CA,Gabriel St. Pierre,0,0,F,2,0,0,0,0,-2,0,0,0,0,0,0
553,18,CA,Justin McDonald,0,0,D,2,0,0,0,0,-1,0,0,0,0,0,0
554,17,CA,Mathieu Duquette,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
555,16,CA,Gabriel Parent,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
556,17,CA,Alex St. Pierre,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
557,17,CA,Alexandre Duckett-Dufresne,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
558,17,CA,Grant Grady,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
559,17,CA,Jeremy Lepine,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
560,16,CA,Gabriel Paquin,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
561,16,CA,Justin Samson,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
562,16,CA,Gabriel Gagne,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
563,16,CA,Joshua Pugsley,0,0,F,1,0,0,0,0,-1,0,0,0,0,0,0
564,17,CA,Alex Bradley,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
565,17,CA,Derek DeMontigny,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
566,16,CA,Samuel Desjardins,0,0,F,1,0,0,0,2,0,0,0,0,0,0,0
567,17,CA,Alex MacNeil,0,0,D,1,0,0,0,0,-1,0,0,0,0,0,0
568,17,CA,Gabriel Bellavance,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
569,17,CA,Drew Wilcox,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
570,19,CA,Alexander Scully,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
571,19,CA,Jean-Kristoff Grenier,0,0,F,1,0,0,0,0,-2,0,0,0,0,0,0
572,19,CA,Vincent Blanchette,0,0,F,1,0,0,0,2,-2,0,0,0,0,0,0
